title,bait,question,incl_caps,number_start,you,word_count,make_me,modifier,curse
"The Ultimate ""Scream Queens"" Season 2 Drinking Game",1,0,0,0,0,8,0,0,0
Fact: Michelle Obama Is The Most Fashionable First Lady Of All Time,1,0,0,0,0,12,0,0,1
27 Products That Are Almost Too Clever To Use,1,0,0,1,0,9,1,0,0
23 Real AF Jokes That Will Make All Feminists Laugh,1,0,1,1,0,10,1,1,1
Drake Is Officially The Hottest Man Alive And I Can't Take It,1,0,0,0,0,12,0,1,0
"15 Halloween Costumes That Will Make You Like, ""No More, Thanks.""",1,0,0,1,1,11,1,0,0
Just A Bunch Of Really Funny/Sad Tweets About Tonight's Debate,1,0,0,0,0,10,0,1,0
This Studying Trend Will Either Inspire You Or Stress You The F Out,1,0,0,0,1,13,0,0,1
"No, The Trump Hotel In Las Vegas Does Not Have ""Hillary For Prison 2016"" On It",1,0,0,0,0,16,0,0,0
This Breast Cancer Survivor Got Her Dream Photo Shoot And Reminded All Of Us That We Are Beautiful No Matter What,1,0,0,0,0,21,0,0,0
21 Thrifty Bloggers Who Prove Style Shouldn't Cost Your Savings,1,0,0,1,1,10,0,0,0
16 Customer Horror Stories That Prove Retail Workers Deserve A Goddamn Medal,1,0,0,1,0,12,0,0,1
24 Pictures That Will Make Any Server Say ?Fuck This!?,1,0,0,1,0,11,1,1,1
"23 Really Funny Tumblr Posts That Are Just About, Like, Life",1,0,0,1,0,11,1,1,0
26 Pictures That?ll Make You Say ?WTF Were You Thinking??,1,1,0,1,1,11,1,1,0
Everyone?s Heading Straight To The Gym Because Of Teyana Taylor,1,0,0,0,0,10,0,1,0
Taylor Swift Looks Really Happy To Be At Jury Duty Right Now,1,0,0,0,0,12,0,1,0
The 17 Absolute Worst People In The World,1,0,0,0,0,8,0,0,0
23 Times Gloria From ?Modern Family? Made Us Burst Out Laughing,1,0,0,1,0,11,0,1,0
19 Tweets That Will Speak To You If You Think People Are The Worst,1,0,0,1,1,14,1,0,0
Michael Phelps Was All About Jimmy Fallon?s Ryan Lochte Impression,1,0,0,0,0,10,0,0,0
BeyoncÇ?s VMAs Performance Just Scalped All Of Twitter,1,0,0,0,0,8,0,0,0
Ansel Elgort Is Everyone?s Super Hot Emo Boyfriend From 2002,1,0,0,0,0,10,0,1,0
27 ?Powerpuff Girls? Tumblr Posts Guaranteed To Make You Laugh,1,0,0,1,1,10,1,1,0
17 Kids Who Had No Fucking Filter,1,0,0,1,0,7,0,0,1
18 Things You?ll Only Understand If You?ve Been To IKEA Alone,1,0,1,1,1,11,0,0,0
22 ?Cutthroat Kitchen? Tumblr Posts That?ll Make You Pee Your Pants Laughing,1,0,0,1,1,12,1,1,0
18 Tumblr Posts You?ll Relate To If You?re Just So Beautiful,1,0,0,1,1,11,0,1,0
"Shut It Down, Drake Got Rihanna A Billboard",1,0,0,0,0,8,0,0,0
Literally Just 17 Funny Jokes For Anyone That Understands Spanish,1,0,0,0,0,10,0,1,0
22 People Who Will Actually Make America Great Again,1,0,0,1,0,9,0,1,0
Beware Of These 19 Dogs: We Warned You,1,0,0,0,1,8,0,0,0
24 Times Blake Lively Was Really Fucking Funny On Instagram,1,0,0,1,0,10,0,1,1
Britney Is The Latest ?Carpool Karaoke? Guest And It?s Everything,1,0,0,0,0,10,0,1,0
Celebrities Who Hang With Trump Vs. Celebrities Who Hang With Hillary Clinton,1,0,0,0,0,12,0,0,0
"23 Photos That Will Make You Say ?Damn, Grandma?",1,0,0,1,1,9,1,0,1
24 Pictures That Will Make You Smile Way More Than They Should,1,0,0,1,1,12,1,1,0
24 Tumblr Posts About ?Bake Off? That?ll Make You Laugh,1,0,0,1,1,10,1,1,0
19 Devastating Burns That Don?t Use Curse Words,1,0,0,1,0,8,0,0,0
17 Pregnancy Horror Stories That Will Make You Cringe Then Laugh,1,0,0,1,1,11,1,1,0
We Have To Talk About The ?Bake Off? Contestant Who Can Hear When Her Bakes Are Ready,1,0,0,0,0,17,0,0,0
Ryan Reynolds? Responses To Fans? Sexual Tweets Are Actually Hilarious,1,0,0,0,0,10,0,1,1
Piers Morgan Insulted India?s Olympic Performance And Indian Twitter Unleashed Its Full Savagery,1,0,0,0,0,13,0,1,0
21 Boozy Memes That Were Literally Written About You,1,0,0,1,1,9,0,1,0
I Attempted A Zumbo Dessert Challenge And It Was So Terrible,1,0,0,0,0,11,0,1,0
17 Hilarious Tumblr Posts About ?Chopped? That?ll Make You Laugh Out Loud,1,0,0,1,1,12,1,1,0
Apparently Justin Bieber Has A New-New Girlfriend Named Bronte Blampied,1,0,0,0,0,10,0,0,0
Please Enjoy These Really Clever Jokes,1,0,0,0,0,6,0,1,0
19 Tumblr Posts About ?The Sims? Guaranteed To Make You Laugh,1,0,0,1,1,11,1,1,0
21 Things You Should Never Do At McDonald?s,1,0,0,1,1,8,0,0,0
23 Things That Definitely Happened In The Harry Potter Universe,1,0,0,1,0,10,0,0,0
17 Photos Only People Deeply Obsessed With Avocado Will Understand,1,0,0,1,0,10,0,0,0
17 Slightly Terrible Things Only People Named Sarah Understand,1,0,0,1,0,9,0,1,0
23 Moms Who Deserve A Fucking Medal,1,0,0,1,0,7,0,0,1
22 Photos That Show How Much The Olympics Have Changed,1,0,0,1,0,10,0,1,0
Literally Just 17 Hilarious Tweets Anyone Who?s Worked A Register Will Get,1,0,0,0,0,12,0,1,0
21 Tweets That Will Make You Say ?Same? If You?re A Person Who Doesn?t Like People,1,0,0,1,1,16,1,0,0
"26 People Who Are Having A Way, Way Worse Day Than You",1,0,0,1,1,12,0,0,0
Simone Biles? Brazilian ?Boyfriend? Isn?t Too Happy With Zac Efron,1,0,0,0,0,10,0,0,0
Some Teens Pretended To Be Pregnant Using A Watermelon So They Could Sneak Snacks Into A Theater,1,0,0,0,0,17,0,1,0
The 17 Funniest Tweets About Ryan Lochte So Far,1,0,0,0,0,9,0,1,0
16 Insanely Accurate Snapchats All Moms Are Guilty Of Posting,1,0,0,1,0,10,0,1,0
18 Mel And Sue ?Bake Off? Puns That Will Tickle Your Fondant Fancy,1,0,0,1,1,13,1,0,0
People Are Losing Their Shit Because Ryan Lochte GTFO Of Brazil,1,0,1,0,0,11,1,0,1
38 Myspace Pictures That?ll Take You Right Back To The ?00s,1,0,0,1,1,11,0,1,0
21 Things You?ll Understand If You?re Not Yet A Real Adult,1,0,0,1,1,11,0,0,0
This Kid Had His Birthday Party At Target And It Was Everything,1,0,0,0,0,12,0,1,0
15 Genius Products That Are Necessary When You Have Your Period,1,0,0,1,1,11,1,0,0
Justin Bieber Came The Fuck Through And Actually Deleted His Instagram,1,0,0,0,0,11,0,1,1
"The Vigil Idiot Reviews ?Mohenjo Daro?, A Crime Against Both History And Logic",1,0,0,0,0,13,0,0,0
"It Happened Again, Olympic Divers Got Accidentally Censored And It?s Basically Porn",1,0,0,0,0,12,0,1,0
19 Times Paris Hilton?s Snapchat Deserved A Goddamn Medal,1,0,0,1,0,9,0,0,1
Hilarious Tweets All Chipotle Lovers Will Totally Understand,1,0,0,0,0,8,0,1,0
19 Of The Funniest ?Roses Are Red?? Tweets,1,0,0,1,0,8,0,1,0
Usain Bolt Smiled For The Camera Mid-Race And It Became A Meme,1,0,0,0,0,12,0,1,0
This Olympian?s Post-Game Macca?s Order Is Honestly So Inspiring,1,0,0,0,0,9,0,0,0
Selena Gomez And Justin Bieber Are Feuding On Instagram,1,0,0,0,0,9,0,0,0
23 Grandparents Who Deserve A Fucking Medal,1,0,0,1,0,7,0,0,1
This Is Why Olympians Bite Their Medals In Photos,1,0,0,0,0,9,0,0,0
Adele Said No To Performing At The 2017 Super Bowl ?Cause She?s A Badass,1,0,0,0,0,14,0,0,1
This College Student Matched With Joseph Schooling On Tinder And She Regrets Not Replying To Him,1,0,0,0,0,16,0,0,0
People Aren?t Buying That Someone Else Took This Photo Of Parineeti Chopra Sleeping,1,0,0,0,0,13,1,0,0
24 Faces Only People With A Penis Will Understand,1,0,0,1,0,9,0,0,1
Olympic Swimmers Keep Breaking This Basic Pool Rule And It?s Driving People Nuts,1,0,0,0,0,13,0,1,0
People Levitating On The Trampoline Is The Funniest Thing,1,0,0,0,0,9,0,1,0
Seth Rogen Frightened People With Talking Food And It?s Everything,1,0,0,0,0,10,0,1,0
This Guy?s Job Is To Carry A Bag Of Condoms At The Olympics,1,0,0,0,0,13,0,1,1
21 Ancient Olympic Sports They Should Bring Back,1,0,0,1,0,8,0,1,0
21 Times People Should Not Have Tried To Cook Drunk,1,0,0,1,0,10,0,0,0
"17 Olympic Gymnasts From 1908 Who Will Make You Say ?Yeah, I Could Probably Do That?",1,0,0,1,1,16,1,1,0
16 Times The New Brooklyn Whole Foods Went Too Damn Far,1,0,0,1,0,11,0,0,1
People Love This Teen?s Hilariously Real Makeup Tutorial,1,0,0,0,0,8,0,1,0
Literally Just 14 Lucille Bluth Quotes On Pictures Of Donald Trump,1,0,0,0,0,11,0,1,0
Mug Cakes Are The Biggest Fucking Lie In The World,1,0,0,0,0,10,0,0,1
13 Tweets That Will Make You Say ?Me Watching Gymnastics?,1,0,0,1,1,10,1,0,0
22 Times Scottish Kids Didn?t Give A Single Fuck,1,0,0,1,0,9,0,0,1
People Are Laughing So Hard At This Dog?s Unfortunate ?Trim?,1,0,0,0,0,10,1,1,0
Olympic Backstrokers Emerging From The Water Is Actually Freaky As Fuck,1,0,0,0,0,11,0,1,1
Aly Raisman?s Nervous AF Parents Are All Of Us,1,0,1,0,0,9,0,0,1
"25 Dogs Who Are So Cute, But So, So Dumb",1,0,0,1,0,10,0,0,0
17 Stores From Your Childhood That No Longer Exist,1,0,0,1,1,9,0,0,0
25 YouTube Comments That Will Make You Laugh For No Actual Reason,1,0,0,1,1,12,1,1,0
22 Olympics Fails That?ll Make You Feel Bad For Laughing,1,0,0,1,1,10,1,1,0
23 Hilarious Tweets From Celebrity Parents,1,0,0,1,0,6,0,1,0
26 Snapchats That Are Funnier Than They Should Be,1,0,0,1,0,9,1,0,0
17 Hilarious Tweets About You Before And After The Olympics,1,0,0,1,1,10,0,1,0
24 Pictures That Will Actually Hit A Little Too Close To Home For Swimmers,1,0,0,1,0,14,1,1,0
17 Things That Girls With Big Butts Will Think Are Fake,1,0,0,1,0,11,0,0,1
21 Hilarious Tweets About The Rio Opening Ceremonies,1,0,0,1,0,8,0,1,0
37 Thoughts We All Had During The Rio Olympics Opening Ceremony,1,0,0,1,0,11,0,1,0
15 Photos That Show Just How Insane Olympics Opening Ceremonies Are,1,0,0,1,0,11,0,1,0
This House Hasn?t Been Touched Since The ?70s And It?s For Sale If You Want It,1,0,0,0,1,16,0,0,0
Here?s New ?Beauty And The Beast? Live-Action Photos To Get You Excited,1,0,0,0,1,12,0,0,0
These Cookie Decorating Videos Are So Mesmerizing It?s Insane,1,0,0,0,0,9,0,1,0
25 Facts That Will Destroy Your Worldview,1,0,0,1,1,7,1,0,0
This Heartbreaking Photo Shows An Elderly Couple Who Were Forced To Live Apart,1,0,0,0,0,13,0,0,0
13 Real Life Horror Stories That Will Keep You Up At Night,1,0,0,1,1,12,1,0,0
"FYI, A Lot Of Pop Stars Hate Their Own Iconic Songs",1,0,1,0,0,11,0,0,0
29 People Who Probably Had A Worse Summer Than You,1,0,0,1,1,10,0,0,0
11 Super Creepy Modern Conspiracies That?ll Make You Believe,1,0,0,1,1,9,1,0,0
The Actor Who Played Viktor Krum In ?Harry Potter? Has Lots Of Tattoos Now,1,0,0,0,0,14,0,0,0
This Harry Potter-Themed Cafe Is Going To Make Every Dining Experience You Have Magical AF,1,0,1,0,1,15,0,1,1
Here?s What Olympic Gymnasts? Abs Look Like,1,0,0,0,0,7,0,1,0
22 Home Libraries That Will Give You Serious Reading Goals,1,0,0,1,1,10,1,0,0
14 Facts About Michael Phelps That Will Make You Say ?Holy Shit?,1,0,0,1,1,12,1,0,1
17 Delicious Disneyland Treats You Can Make At Home,1,0,0,1,1,9,1,0,0
This Picture Shows The Huge Difference In Heights Between Olympic Athletes,1,0,0,0,0,11,0,1,0
17 Japanese Urban Legends That?ll Scare The Shit Out Of You,1,0,0,1,1,11,0,0,1
These Rings Have Tiny Forests Inside Of Them And Just Take My Money Already,1,0,0,0,0,14,0,0,0
This ?Star Wars? Theory About Rey Is Insane,1,0,0,0,0,8,0,1,0
"Time To Freak Out, Because The New ?Sherlock? Trailer Is Here",1,0,0,0,0,11,0,0,0
The New ?Fantastic Beasts? Trailer Shows Us Lots Of Magical Creatures,1,0,0,0,0,11,0,0,0
Here?s Our First Look At The ?Hey Arnold? Reboot,1,0,0,0,0,9,0,0,0
16 Surprising Ways You Didn?t Know You Could Get Pregnant,1,0,0,1,1,10,0,1,0
23 Haunted College Campuses That?ll Scare The Shit Out Of You,1,0,0,1,1,11,0,0,1
This Guy Transforms Himself Into ?Game Of Thrones? Characters And It?s Amazing,1,0,0,0,0,12,0,0,0
The Whole Kanye And Taylor Mess Just Got Even Worse,1,0,0,0,0,10,0,0,0
This Is What The Mountain?s Face From ?Game Of Thrones? Actually Looks Like Under That Helmet Btw,1,0,0,0,0,17,0,1,0
"19 Indian Models You Need To Follow On Instagram, Like Yesterday",1,0,0,1,1,11,1,0,0
21 Fruits And Veggies You Didn?t Know Grew Like That,1,0,0,1,1,10,0,0,0
The Interesting Details In The ?Game Of Thrones? Finale You May Have Missed,1,0,0,0,1,13,0,0,0
Crystal Pepsi Is Coming Back Because The ?90s Are Alive And Well,1,0,0,0,0,12,0,0,0
Holy Shit J.K. Rowling Just Released So Much Info On The American Wizarding School,1,0,0,0,0,15,0,0,1
People Are Making Sushi Food Hybrids And It Is Bonkers,1,0,0,0,0,10,1,0,0
Here?s One Thing You Probably Didn?t Spot In The ?Game Of Thrones? Finale,1,0,0,0,1,13,0,0,0
We Need To Talk About That Insane ?Game Of Thrones? Twist,1,0,0,0,0,11,1,1,0
Sia?s Face Was Exposed By Some Petty Wind At A Concert,1,0,0,0,0,11,0,0,0
This College Student?s Insane Optical Illusions Will Blow Your Mind,1,0,0,0,1,10,0,1,0
This Woman Uses Clay To Make Miniature Food So Realistic You?ll Get Confused And Eat It,1,0,0,0,1,16,0,0,0
These 13 Smash Hits Were Rejected By Other Huge Artists,1,0,0,0,0,10,0,0,0
33 Must-Eat Foods From Smorgasburg That?ll Make You Hungry AF,1,0,1,1,1,10,1,0,1
Kristin Chenoweth And Idina Menzel Reunited To Sing Wicked?s ?For Good?,1,0,0,0,0,11,0,0,0
This Writer Unexpectedly Gave Birth To A Baby Girl In The Back Of A Honda,1,0,0,0,0,15,0,0,0
This ?Game Of Thrones? Fan Theory About Tyrion Could Be Important,1,0,0,0,0,11,0,1,0
The Interesting Details You Might Have Missed On ?Game Of Thrones? This Week,1,0,0,0,1,13,0,0,0
The Creepy Story Of The ?Men In Black?,1,0,0,0,0,8,0,0,0
Mandy Moore Found An Old ?A Walk To Remember? Prop And It?s Amazing,1,0,0,0,0,13,0,0,0
This Note From The ?Game Of Thrones? Premiere May Reveal Jaime?s True Intentions,1,0,0,0,0,13,0,1,0
How Well Do You Know Panic! At The Disco Lyrics?,1,1,0,0,1,10,0,0,0
"Oh My God, There?s Going To Be A Disney Channel Original Movie Marathon",1,0,0,0,0,13,0,0,0
17 Real-Life Ghost Stories That?ll Freak You The Fuck Out,1,0,0,1,1,10,0,0,1
Everyone?s Losing Their Shit Over This Insanely Pretty Rainbow Highlighter,1,0,0,0,0,10,0,1,1
We Tried Clothes From The Internet?s Cheapest Stores And Here?s What They?re Actually Like,1,0,0,0,0,14,0,1,0
The Story Of How Nine Hikers Died Remains Unsolved,1,0,0,0,0,9,0,0,0
"This Backstreet Boys Tweet Will Make You Feel Really, Really Old",1,0,0,0,1,11,1,1,0
The Cast Of ?Bend It Like Beckham? Then And Now,1,0,0,0,0,10,0,0,0
7 First Look Photos From The Set Of The ?Gilmore Girls? Revival,1,0,0,1,0,12,0,0,0
24 Questions We Still Have After Watching The ?Fantastic Beasts? Trailer,1,0,0,1,0,11,0,0,0
This Guy Slept For Only 5 Hours A Day As An Experiment,1,0,0,0,0,12,0,0,0
18 Creepily Fascinating True Crime Books You Really Need To Read,1,0,0,1,1,11,1,1,0
"26 Momente, die allen weh tun, die Basketball spielen",1,0,0,1,0,9,0,0,0
22 Desserts That Prove Sweet & Salty Is The Perfect Combo,1,0,0,1,0,11,0,1,0
"OMG, The Backstreet Boys Are Recording New Music And Planning A Vegas Residency",1,0,1,0,0,13,0,0,0
23 Strange Movie Facts You Probably Didn?t Know Until Now,1,0,0,1,1,10,0,0,0
One Of The Most Chilling Unsolved Murders In American History,1,0,0,0,0,10,0,0,0
24 Insanely Scary Horror Movies That?ll Keep You Awake Forever,1,0,0,1,1,10,0,1,0
This Dessert Looks Just Like A Blob Of Water And I Can?t Look Away,1,0,0,0,0,14,0,0,0
"13 Werbe-OhrwÅrmer, die jedem 90er-Kind SOFORT im Kopf hÑngen bleiben",1,0,1,1,0,10,0,0,0
30 Things You Need To Eat This Month,1,0,0,1,1,8,1,0,0
"12 Typen, die komplett an Tinder gescheitert sind",1,0,0,1,0,8,0,0,0
This Airbnb Inside A Shark Tank Is The Ultimate Adventure To Add To Your Bucket List,1,0,0,0,1,16,0,0,0
New ?Game Of Thrones? Trailer Will Get You Even More Excited For Season 6,1,0,0,0,1,14,0,0,0
There?s Going To Be An Unofficial ?Gilmore Girls? Cookbook,1,0,0,0,0,9,0,0,0
The Trailer For ?Game Of Thrones? Season 6 Is Finally Here And Oh My God,1,0,0,0,0,15,0,0,0
A Black Man Wore Different Kinds Of Clothing To See If People Treated Him Differently,1,0,0,0,0,15,0,0,0
"The Wizarding World Of Harry Potter May Host A Yule Ball, People",1,0,0,0,0,12,0,0,0
"Netflix Will Pay You $4,000 To Travel And Take Instagram Photos",1,0,1,0,1,12,0,0,0
Zayn Remixed With One Direction Is Everything You?ve Been Waiting For,1,0,0,0,1,11,0,1,0
Here Is All The Proof That Americans Are SERIOUS About Moving To Canada If Trump Wins,1,0,1,0,0,16,0,0,0
Here?s What It?s Like To Return To Earth After A Year In Space,1,0,0,0,0,13,0,0,0
We Visited Sydney?s New Nutella CafÇ To See What All The Fuss Is About,1,0,0,0,0,14,0,0,0
We Asked Queer Women To Tell Us About The Last Time They Had Sex,1,0,0,0,0,14,0,0,1
These People Tried A Sensory Deprivation Tank For The First Time And Found Inner Peace,1,0,0,0,0,15,0,0,0
This Mother Found A Huge Snake In Her Son?s Bed Biting His Face,1,0,0,0,0,13,0,0,0
Here Are The Celebrities Who Have Come Out In Support Of Kesha,1,0,0,0,0,12,0,0,0
Chris Hemsworth Is In India And We Can?t Breathe,1,0,0,0,0,9,0,0,0
This Chocolate Dessert Is Completely Mesmerizing,1,0,0,0,0,6,0,0,0
Here?s A Clever Thing You Never Noticed About ?Beauty And The Beast? And ?Aladdin?,1,0,0,0,1,14,0,0,0
This Glazed Doughnut Has A Cinnamon Roll Inside Of It ?Cause Why The Hell Not?,1,1,0,0,0,15,0,0,1
This Family Photo Has Everybody On The Internet Freaking Out,1,0,0,0,0,10,0,1,0
This Incredible ?Making A Murderer? Theory Is Too Good To Be True,1,0,0,0,0,12,0,0,0
The Creepiest Unsolved Murder Of All Time,1,0,0,0,0,7,0,0,0
Airplane Food In Economy Vs. First Class On 20 Airlines,1,0,0,0,0,10,0,0,1
Rainbow Bagels Are Here And We Can?t Keep Our Shit Together,1,0,0,0,0,11,0,0,1
This Insane Amethyst-Inspired Wedding Cake Will Blow Your Mind,1,0,0,0,1,9,0,1,0
Everyone Needs To Be Talking About Kesha,1,0,0,0,0,7,0,1,0
This Is What It Looks Like To Be Pregnant With Quintuplets,1,0,0,0,0,11,0,1,0
The Last Movie Scenes Of Famous Actors Before Their Untimely Deaths,1,0,0,0,0,11,0,0,0
15 Vagina Horror Stories That?ll Send Shivers Down Your Spine,1,0,0,1,1,10,0,0,1
An Indian Palace Has Been Declared The World?s Best Hotel; Here?s What It Looks Like,1,0,0,0,0,15,0,0,0
9 Reasons Rey Is Totally Not A Skywalker,1,0,0,1,0,8,0,1,0
"25 Secrets Ambulance Dispatchers Will Never, Ever Tell You",1,0,0,1,1,9,0,0,0
This Is How Harry Potter Has Actually Changed Lives,1,0,0,0,0,9,0,1,0
Britney Spears Just Destroyed Her Return To The VMAs Stage,1,0,0,0,0,10,0,0,0
14 Life-Changing Hair Products For People Who Are Lazy AF,1,0,1,1,0,10,0,0,1
This Man Went From No Customers To 500 Thanks To A Single Facebook Post,1,0,0,0,0,14,0,0,0
37 Pictures That Show There?s No Such Thing As ?Normal? Boobs,1,0,0,1,0,11,0,1,1
These Are The Under-$20 Kitchen Items We Swear By,1,0,0,0,0,9,0,0,0
Piers Morgan Insulted India?s Olympic Performance And Indian Twitter Unleashed Its Full Savagery,1,0,0,0,0,13,0,1,0
Here?s What The Cast Of ?Living Single? Looks Like Now,1,0,0,0,0,10,0,0,0
This Celeb Was Body-Shamed To Fuck By The Sun And Responded Perfectly,1,0,0,0,0,12,0,1,1
16 Reasons Why Plus-Size Women In Sheer Clothing Is Not A Good Look,1,0,0,1,0,13,0,0,0
13 Awesome Tattoos With A Secret Behind Them,1,0,0,1,0,8,0,1,0
"Guys, We Need To Talk About Rhythmic Gymnastics",1,0,0,0,0,8,1,0,0
Here?s How Badass Horseback Riding Really Is,1,0,0,0,0,7,0,1,1
This Is What Olympic Athletes Can Look Like,1,0,0,0,0,8,0,1,0
People Can?t Handle This Girl?s Epic Revenge On Her Little Brother?s Sneakers,1,0,0,0,0,12,0,1,0
17 Underrated Products For Hairy Women That Actually Work,1,0,0,1,0,9,0,1,0
19 Teachers Who Took It To The Next Fucking Level,1,0,0,1,0,10,0,0,1
This Drag Queen?s ?Suicide Squad? Transformations Are Amazing,1,0,0,0,0,8,0,0,0
We Tried Wearing Pretty Lingerie For A Week To See How It Would Make Us Feel,1,0,0,0,0,16,0,0,0
17 Wondrous Things That Will Make Life With Boobs Easier,1,0,0,1,0,10,1,0,1
7 Ridiculously Easy Makeup Tips That Will Simplify Your Life,1,0,0,1,1,10,1,0,0
21 Eye Makeup Tips Beginners Secretly Want To Know,1,0,0,1,0,9,0,0,0
This Swimmer Beat His Hero At The Olympics Eight Years After They First Met,1,0,0,0,0,14,0,1,0
28 Fascinating Facts About The ?Game Of Thrones? Costumes,1,0,0,1,0,9,0,0,0
12 Extremely Satisfying GIFs Of Things Being Cut By Knives,1,0,0,1,0,10,0,0,0
This Instagram Account Is About To Save You A Fortune On Makeup,1,0,0,0,1,12,0,0,0
22 Home Libraries That Will Give You Serious Reading Goals,1,0,0,1,1,10,1,0,0
31 Secrets Competitive Gymnasts Will Never Tell You,1,0,0,1,1,8,0,0,0
A Lot Of People Are Talking About Egypt?s Beach Volleyball Uniforms,1,0,0,0,0,11,1,0,0
17 Stunning Women Who Make ?The Big Chop? Look So Damn Good,1,0,0,1,0,12,0,0,1
This PokÇmon Go Player Just Became The Very First To Catch ?Em All Worldwide,1,0,0,0,0,14,0,1,0
Let?s Take A Moment To Talk About The Men?s Olympic Swimsuits,1,0,0,0,0,11,0,1,0
This 17-Year-Old Girl Gave Her Dad A Makeover And He Looked So Freakin? Fierce,1,0,0,0,0,14,0,0,0
15 Worst Things That Can Happen To Brits On Holiday,1,0,0,1,0,10,0,0,0
17 Snaps Literally Every Brit Takes When On Holiday,1,0,0,1,0,9,0,1,0
21 Secrets MAC Employees Will Never Tell You,1,0,1,1,1,8,0,0,0
17 Reasons Holtzmann From ?Ghostbusters? Is The Hero We All Need,1,0,0,1,0,11,0,0,0
7 Ridiculously Easy Makeup Tips That You?ll Actually Want To Try,1,0,0,1,1,11,0,1,0
7 Ridiculously Easy Tricks That Will Make You So Much More Organized,1,0,0,1,1,12,1,0,0
We Tried Popular Pinterest Fashion Hacks And This Is What Happened,1,0,0,0,0,11,0,1,0
I Tried Out Self-Tanners And Became Orange So That You Don?t Have To,1,0,0,0,1,13,0,0,0
24 Secrets Paramedics Will Never Tell You,1,0,0,1,1,7,0,0,0
Here?s Every Secret We Know About PokÇmon Go Thus Far,1,0,0,0,0,10,0,1,0
A Glorious Hashtag Is Being Used To Celebrate Black Women?s Excellence,1,0,0,0,0,11,0,0,0
10 Facts About Blacking Out That Actually Make So Much Sense,1,0,0,1,0,11,0,1,0
21 Instagram Cleaning Hacks That Are Borderline Genius,1,0,0,1,0,8,1,0,0
42 Brilliant Ideas To Make Your Home Really Freaking Organized,1,0,0,1,1,10,1,1,0
I Went To A Nude Beach And Hated Every Minute Of It,1,0,0,0,0,12,0,1,0
These Female Characters Will Make You Fucking Proud To Be A Woman,1,0,0,0,1,12,1,0,1
People Are Thanking This Tumblr User For Sharing A Brochure From A Pride Parade,1,0,0,0,0,14,1,1,0
17 Products For People Who Are Thirsty AF,1,0,1,1,0,8,0,0,1
Time To Start Freaking Out Because Brie Larson Is Captain Marvel,1,0,0,0,0,11,0,1,0
17 Genius Cooking Tricks That Professional Chefs Want You To Know,1,0,0,1,1,11,0,0,0
The New ?Fantastic Beasts? Trailer Shows Us Lots Of Magical Creatures,1,0,0,0,0,11,0,0,0
The ?Wonder Woman? Trailer Is Here And It?s Wonderfully Epic,1,0,0,0,0,10,0,1,0
21 Awkward Situations That?ll Make Non-Religious People Cringe,1,0,0,1,0,8,0,0,0
28 Secrets Tattoo Artists Will Never Tell You,1,0,0,1,1,8,0,0,0
34 Beautiful Tattoos People Got To Cover Their Self-Harm Scars,1,0,0,1,0,10,0,0,0
21 Secrets Midwives Will Never Ever Tell You,1,0,0,1,1,8,0,0,0
29 DIY Starbucks Recipes That Will Save You Tons Of Cash,1,0,1,1,1,11,1,0,0
14 Perfect Alternatives To Sending A Dick Pic,1,0,0,1,0,8,0,1,1
23 Hacks From Instagram That?ll Make You Say ?That?s Genius?,1,0,0,1,1,10,1,0,0
13 Things Nutritionists Actually Want You To Know,1,0,0,1,1,8,0,1,0
15 Words That Mean Something Totally Different When You Have A Chronic Illness,1,0,0,1,1,13,0,1,0
We All Killed Qandeel: On South Asian Traditions Of Silencing Carefree Women,1,0,0,0,0,12,0,0,0
7 Quick Organizing Tricks You?ll Actually Want To Try,1,0,0,1,1,9,0,1,0
Here?s How To Eat Healthy For A Week With Just $50,1,0,1,0,0,11,0,0,0
17 Genius Websites For When You?ve Got Nothing To Do,1,0,0,1,1,10,0,0,0
Rajdeep Sardesai Asked Sania Mirza About ?Settling Down? And She Responded PERFECTLY,1,0,1,0,0,12,0,1,0
This Mom Was Attacked Online For Sharing A Beautifully Intimate Photo Shoot,1,0,0,0,0,12,0,0,0
22 Helpful PokÇmon Go Tips You Might Not Know Yet,1,0,0,1,1,10,0,0,0
We Need To Talk About Marta Karolyi,1,0,0,0,0,7,1,0,0
I Gained 20 Pounds Of Muscle In 12 Weeks And This Is What Happened,1,0,0,0,0,14,0,0,0
30 Easy Ways To Eat Healthier On A Budget,1,0,0,1,0,9,0,0,0
Playing PokÇmon Go Is Helping People With Mental Health Issues Feel Better,1,0,0,0,0,12,0,0,0
25 Masturbation Techniques You Just Might Want To Steal,1,0,0,1,1,9,0,0,1
13 PokÇmon Go Hacks To Help You Be The Very Best,1,0,0,1,1,11,0,1,0
Just Try To Look At These Nude Photos Of A Couple In Their Seventies Without Getting The Feels,1,0,0,0,0,18,0,0,0
21 Pictures That Will Restore Your Faith In Love,1,0,0,1,1,9,1,1,0
The Two Hermiones Just Met And I?m Crying,1,0,0,0,0,8,0,0,0
"Dudes, You Have GOT To Stop Shaming The Women You Have Casual Sex With",1,0,1,0,1,14,0,0,1
Which Beauty Influencer Are You Most Like?,1,1,0,0,1,7,0,0,0
Teens Got Their Dream Makeovers And Looked Amazing,1,0,0,0,0,8,0,0,0
We Interviewed BTS And Found Out Some Things You Might Not Know,1,0,1,0,1,12,0,0,0
